id	pheno_25	pheno_39	pheno_18	pheno_4	pheno_13	pheno_28	pheno_23	pheno_29	pheno_32	pheno_45	pheno_37	pheno_22	pheno_40	pheno_7	pheno_21	pheno_12	pheno_9	pheno_6	pheno_41	pheno_42	pheno_46	pheno_44	pheno_24	pheno_43	pheno_30	pheno_8	pheno_5	pheno_16	pheno_11	pheno_19	pheno_27	pheno_20	pheno_10	pheno_35	pheno_31	pheno_2	pheno_15	pheno_38	pheno_14	pheno_33	pheno_36	pheno_1	pheno_47	pheno_26	pheno_17	pheno_34	pheno_0
S0	-0.517893189213755	7.149231561031405	-4.428952825467338	-14.9399618815756	-12.914828534516053	5.36028068629696	-9.65745295899031	-7.86556696026779	10.390546296537316	5.252635692323726	-3.1069137336565182	3.2742164236019726	-1.2627268274536363	6.1336824418195	1.307751993946434	21.419571120118164	17.03390979316046	10.969157643284948	-1.674791933852573	-20.255641856875535	2.296986253497888	10.195001285452467	-9.423007792262908	-5.665498542478451	5.84387325206999	-2.6383028062764637	8.461453100352138	-9.352247578158337	-21.67714562750395	6.846738553375189	-11.385955201749113	-0.19601474417939913	1.8894995124228562	16.30990476122638	0.1655845014094739	-0.8506249572209756	-2.623299559597863	-24.680574393096634	-8.83876218497421	15.86946857307056	-2.179519067421842	-9.732357662293055	12.304127267222084	9.043545071889886	-7.281320509202035	-11.582222947492443	-2.3006545350417604
S1	12.532836351579963	14.447693077896245	3.4482237623564256	-11.679808364321474	-15.006799731025827	-5.91642867543331	-5.456342529987743	1.239722882078722	4.305170821365476	-5.166243433193125	-7.4340510666307225	0.36436146952322124	-5.591238962846328	10.057934440156412	2.8635067597498525	16.479013126426597	9.078209488534435	3.251217611735715	-6.345757613192801	-7.711185015635563	-19.50446688462074	1.58565413087825	-0.7998229207654093	-5.274371917029271	-5.185852078881376	4.541097716390177	0.7671257493113717	1.6382457752206876	6.003484481566143	7.563282255699992	6.377390848911663	0.7170327390532028	-1.9243231676209178	12.529844795621367	-1.1728906483378865	-4.665782273463415	3.8543088074096525	-12.121698116763278	-2.9363147254702824	8.289506015341992	1.6756195679577217	-8.112351389984228	5.155060836737473	18.111749568721745	1.7518367001602697	-4.569435180351766	3.286415500712012
S2	13.442554199790507	10.365581935589308	-3.7029445743673284	-1.1218263325584077	-3.4604187898401855	-7.0355340899039	-1.755124355856244	0.2718076459981502	0.0683350456555245	2.157759043289965	-11.20639631511719	6.173894248080336	-1.0317931997348464	6.777083483906524	-0.8866772589276619	13.87801247637436	4.165516633792215	1.614176736173597	-12.571644150867378	-0.31875119119324324	-2.5274338956806304	-2.597343504670345	-0.6326626768763242	-6.242158225486204	-1.743365284673454	-4.4988318605749456	-0.9392599975819731	-4.107914391718929	-5.968231617772795	7.92258575491756	-1.2079847117971485	2.7488585111041246	-7.047581271859309	7.012104007221544	7.624831199675699	-3.336300437170723	-3.0447418331447773	-10.023384737724552	-18.212305385636647	14.312767769449522	1.7639033399176443	-1.2365679361269308	9.266744068207878	18.666234032834453	-8.65780051827462	-14.372695527351661	-3.0094942567341105
S3	5.719267088686102	13.903920806013145	4.731325802987506	1.5870295727939168	-7.788316479398443	5.470755931673344	-6.844361965364882	-7.100579678283847	-1.5341368342570771	1.6646623274473424	-3.814598932027146	0.5929526883255316	-1.262230205358617	-0.5756515528793775	-3.1411230968453063	6.847114713726039	15.284598149428167	-15.052480690762959	-21.396480877976174	-9.326434742483567	-0.005237852881997185	10.237480938002294	-11.18702570546742	-9.105116585963495	-0.2403092765743684	-2.908358639495354	-7.649614023174662	-4.544585302165054	0.10270365985331797	-0.6469629952621614	5.493209855557135	9.144191487572817	-4.260426095954111	8.51518695214402	10.679291967397301	-1.52512216497689	-4.014489044608389	-10.329141770389205	-4.985532999625276	17.028730055626788	0.005167835425936906	1.5647615936704709	6.633219165970603	3.5000465811648347	-0.07761088727083859	-16.99472727660489	3.744267937781746
S4	4.349741128065697	18.947174114129957	8.80278264444176	-18.536019258161726	-6.922452018654833	6.426874469388676	2.0461342784879157	-1.292760900486488	-8.662110891844808	12.576870324041446	-7.675708154170398	10.234786222096986	-7.863179100978618	2.9142248647717737	5.222407627546841	8.939634524631593	23.37001291835149	-7.407884125287327	-14.836687162672806	-12.305975567840559	4.9590528483691365	3.3572783565081603	-5.06674135366513	0.5278271569912807	-0.677044141629672	0.6580967070214173	7.766456576923941	-6.750397006223759	-7.558104850330889	14.269314028089012	-7.490816446950874	4.114641681062773	4.081153500651585	12.348354782100923	1.5551251790245502	0.2949619741249112	7.399775874727676	-6.949079174860851	-7.723793245998378	30.837946245180145	-7.770877767740322	0.0831674173496017	7.004737695740619	10.033428777366895	-0.009177151903249636	1.2562060320224882	-4.651604508287081
S5	6.363485035078093	17.166037395878003	-5.990845271000835	-13.248802777712662	-13.431461336471385	2.0805168612151057	-16.45719525827279	6.8789047736971165	3.9556201741720054	-1.3792227716502725	-9.062088484279936	9.10413930214306	1.6864706086999905	5.072950118140123	-4.685574390178129	13.731776520265122	18.971808235800477	6.490983399841868	-3.6876169118412	-15.174405955081498	8.58496595386757	12.891875016445459	-2.996085373576224	-10.745328768636824	13.009438313153687	6.181965663404907	-7.4669884159991575	-2.0878117468179584	-2.1544912426150704	16.522552139682823	1.9940975869744126	1.1426130694461456	-0.3271122596359957	0.26663395792669187	14.12803893155694	1.3493559271509072	11.717649332920102	-7.765563145796521	-7.375702331989231	13.753365699077673	-4.138232743040964	-9.755565789275607	1.013268310426356	0.7165710183819298	-1.4482435772914308	-4.890127411266919	-4.278184641787897
S6	3.8988062927429983	10.176847487693918	3.161971460779961	-10.387490687648013	-2.8416845738698386	3.7093098163899647	-3.610741430841571	3.5005985347064437	-4.053126486957023	-12.083507626267235	-8.899775543391508	4.315681264946129	-2.7355773438290436	2.007048796562443	6.197551463448486	20.678741978466615	16.212985693146873	-7.978102184921162	-14.532900017260603	-7.852533321921796	-13.492895910224618	14.604117900594128	-14.446333186462484	-3.8271333467653674	-0.6672455387161456	10.633935432833631	-5.520026158980638	-19.895740755314858	-16.49184909940953	4.232776674560458	-7.892292687236209	1.506730760891344	-1.9729820795779929	13.148480537412562	9.031322053180256	0.6251955196974825	-15.20251457221947	-21.63757311500063	-5.853404439077707	16.731164082257514	-0.6771826362846416	-9.776105689569807	14.33865725184471	11.62423064313369	-8.339290995255165	-12.212158322906909	5.929546488995374
S7	15.148955242085648	17.194490056894185	9.320179997270019	-2.198170639044744	-9.984297335755404	10.503646082840852	-10.719251020926539	-1.9126585778174032	5.2747877546381865	9.846011543309102	-13.425363917624008	5.59886280251831	0.643183689440646	10.848394597913046	-0.42464748932548935	19.335487469594696	13.342035532468993	-5.827620515188097	-4.440758388030696	-5.608328691192619	0.8521562083674716	-1.9417215627897761	-9.356151334776275	-5.0359070163471795	1.9256006939113017	-3.305285807665535	3.0787866971105124	-2.067844910858513	-0.04599373600342094	12.63796848442161	-2.802550868958037	8.111389474846607	-0.9873744410978844	10.932114300132366	6.914581820836966	2.7687541273437573	1.2941692399693256	-10.297622093392063	-9.39657096165993	11.722751456063223	-4.935453158362483	-10.513001478107311	-0.22451540162717287	12.09800866489798	-14.087331824202252	-0.6825646764091364	6.617899210750269
S8	9.160531937768216	13.609864125427285	4.340938666793234	-14.356630089002937	-8.814099339137355	4.143104375669613	-0.47889639256274485	3.416736486849067	10.888272996568189	-10.545986956363913	-15.397891217380637	5.069144388772061	-8.662593904532686	4.406494153669264	-0.5356392578107472	16.90164618853482	27.923127225629585	2.478206516240464	-9.044253699209825	-7.8856224585861945	-13.655167720921382	7.021504479044447	-16.19783381702157	-4.853682310969212	0.7652558576016562	0.3816186928905698	0.2710155847848137	-10.518545310710348	-0.8715615154623033	10.856744895514854	-1.7443095188139726	6.567667169735688	-8.78820196567157	3.814393138352514	-2.2533048935547515	-1.2895124348850353	-12.18015950506846	-7.835089339142475	-9.63733610667062	10.055409883336067	-4.449313216335083	-10.278568530127473	8.447867975463888	14.312502093302655	-10.128177526137305	-5.268124226363226	-4.224101762556348
S9	5.549245609539854	14.75759076207741	8.934644370373364	-5.6631831073162235	-7.363941235247452	5.896888897600357	-5.4037023968304	-1.1426676275738141	-6.594603330989634	-1.0933442142460457	-11.731139998926325	7.91997346742861	8.360816558190347	0.6257952634857581	5.992243893453427	11.801735078863254	21.56535631207596	1.390680715925403	-17.439581894092484	-19.557954310436003	-0.3687925246764423	15.871076646930668	-6.62983083019029	-4.310703804514924	-7.163617516214277	8.612474456125396	7.573950141363806	5.237302366946809	2.834761463240343	6.817785648079692	-15.189633280329955	0.6806668414212952	4.09295705242715	10.267452983354987	6.068226360036365	3.0408180740665403	2.9727845598594165	-20.923141807587363	-5.402611147132976	7.281055210137054	13.71409494617712	-3.1069772060571976	11.84950176944107	4.267589906972372	-10.654367865300712	-0.9994381048995915	0.4293767807754455
